fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type_white,quality_label
-0.4682289820686367,-0.5995118607868243,0.20546654844053264,0.46461160307572985,-0.712801419698841,0.31165933036415205,0.3435656855758831,-0.2961455250973117,-0.16888368554483593,-1.0832659017647688,0.013765739187331386,0.565128656659985,0
0.8514999211800593,-0.3528487719785806,1.1040634852084532,-0.7029985402783632,1.067470004031248,-1.4087346009867523,-1.8475184114620762,-0.20307162838926898,0.2696786384208685,0.5985767717067156,1.6087167126000304,-1.7695085680315432,2
0.38571324944522534,2.3296123188110665,-2.1447100554140284,-0.7029985402783632,0.23476240260910958,0.024927008472334675,-1.2952939642411272,-0.3260621347534854,1.209455046918811,0.2622082370124184,1.1050479841539154,-1.7695085680315432,1
-1.5550645494499147,0.2021431778399669,0.06722086586085282,-0.890650170460271,-0.7989435853632002,-1.007309350338208,-0.6183736740993185,-1.4928099113438176,0.9588480046526933,-1.0159921948259094,1.0211031960795616,0.565128656659985,1
-0.4682289820686367,-0.4761803163827025,1.657046215527174,2.0700755501876076,-0.08109220482687403,0.08227347285069815,0.45044783665090543,1.1332036029193195,-0.6700977700770712,-0.2759814184984563,-0.9935717177048988,0.565128656659985,0
-0.23533564620121936,0.140477405637906,-0.48576186445786756,-0.6404479968843939,1.2110402801385132,-1.4660810653651157,-1.776263644078728,0.5681120871917987,1.209455046918811,0.46402935782899674,-0.32201341311007914,-1.7695085680315432,1
1.5501799287823086,-0.3528487719785806,0.9658178026287733,-0.47364654783380916,0.06247807128039133,0.48369872349924253,0.3079383018842089,0.43514937760886996,-0.4821424883774815,0.3294819439512779,-0.8256821415561942,0.565128656659985,0
1.783073264649726,2.452943863215188,-1.522604483805468,-0.7029985402783632,0.6654732309309053,-1.4087346009867523,-1.509058266391172,1.2994069898980172,0.08172335672128168,0.19493453007355974,-0.32201341311007914,-1.7695085680315432,1
-0.002442310333802681,2.2062807744069444,-1.315235959935948,-0.7238487214096863,0.5793310652665461,-1.0646558147165714,-1.7050088766953797,0.2556497196719015,0.4576339201204581,0.06038711619584086,-0.32201341311007914,-1.7695085680315432,0
-0.4682289820686367,-0.8461749495950676,-1.2461131186461079,-0.22344437425793207,3.6804490291834755,0.2543128659857886,0.9314175164885062,-0.24296044126415497,-1.7978294602745977,-0.5450762462538937,-0.9096269296305465,0.565128656659985,1
0.3080821374894193,-0.661177632988885,-0.4166390231680275,2.049225369056285,0.3209045682734688,0.08227347285069815,0.8957901327968322,1.2994069898980172,-1.1713118546093064,-0.6123499531927531,-1.0775165057792526,0.565128656659985,0
0.46334436140103064,-0.5378460885847633,0.1363437071506929,1.715622470955115,-0.3395187018199515,2.0320532617150566,1.2164365860218993,1.6849988476885327,0.01907159615475368,1.4731349619118876,-1.3293508700023093,0.565128656659985,0
-0.6234912059802473,0.5721378110523321,-0.3475161818781874,-0.9115003515915941,-0.05237814960542096,-1.4660810653651157,-0.10177661057004364,-0.2629048477015795,0.1443751172878125,-0.07416029768187801,-1.1614612938536049,0.565128656659985,0
-0.0800734222896087,0.8188008998605754,-0.20927049929850755,1.9449744633996693,-0.9137998062490124,-0.4911911709329366,0.4682615284967425,0.16257582296382186,-0.6074460095105404,-0.34325512543731573,1.2729375603026198,0.565128656659985,2
